,price,accommodates,beds,bathrooms,number_of_reviews,rating,superhost,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5,bedrooms_6,bedrooms_7,bedrooms_8,bedrooms_studio,room_type_Entire apartment,room_type_Entire condominium,room_type_Entire loft,room_type_Entire serviced apartment,room_type_Entire townhouse,room_type_Private room in apartment,room_type_others
505,80.0,4,0.0,1.0,35,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
506,85.0,2,1.0,1.0,67,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
507,85.0,4,1.0,1.0,138,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
508,85.0,4,1.0,1.5,44,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
509,85.0,1,1.0,1.0,231,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
510,85.0,2,1.0,0.0,80,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
511,79.0,2,1.0,1.0,100,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
513,86.0,2,1.0,1.0,30,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
514,90.0,4,2.0,1.0,106,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
515,89.0,2,1.0,1.0,80,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
516,80.0,2,1.0,1.0,32,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
517,85.0,2,1.0,1.0,126,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
518,90.0,2,1.0,1.0,33,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
519,81.0,2,1.0,1.0,243,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
520,90.0,2,1.0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
521,79.0,2,1.0,1.0,44,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
522,85.0,2,1.0,1.0,4,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
523,90.0,4,3.0,1.0,36,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
524,85.0,3,1.0,1.0,135,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
525,90.0,4,2.0,1.0,31,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
526,85.0,2,1.0,1.0,188,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
527,79.0,2,1.0,1.0,71,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
528,89.0,0,2.0,1.0,287,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
529,85.0,2,1.0,1.0,151,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
531,90.0,3,2.0,1.0,48,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
532,89.0,2,1.0,1.0,50,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
533,85.0,3,1.0,1.0,88,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
534,89.0,2,1.0,1.0,45,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
535,84.0,2,1.0,1.0,92,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
536,89.0,2,1.0,1.5,150,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
537,90.0,5,3.0,1.0,83,4.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
538,87.0,2,1.0,1.0,117,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
539,85.0,2,1.0,1.0,37,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
540,80.0,1,1.0,1.0,77,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
541,89.0,3,3.0,1.0,164,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
542,85.0,3,2.0,1.0,169,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
543,80.0,2,1.0,1.0,61,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
544,90.0,2,1.0,1.0,79,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
545,79.0,2,1.0,1.0,94,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
546,80.0,2,1.0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
547,78.0,2,1.0,1.0,150,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
548,85.0,1,1.0,1.0,284,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
549,89.0,2,1.0,1.0,186,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
550,80.0,2,1.0,1.0,68,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
551,89.0,7,3.0,1.0,194,4.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
553,79.0,2,1.0,1.0,66,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
554,82.0,2,1.0,1.0,89,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
555,89.0,2,2.0,1.0,93,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
556,80.0,2,1.0,1.0,46,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
557,79.0,2,1.0,1.0,171,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
558,83.0,2,1.0,1.0,77,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
559,89.0,2,1.0,1.0,38,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
560,79.0,3,2.0,1.0,81,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
561,80.0,2,1.0,1.0,88,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
562,85.0,4,3.0,2.0,139,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
563,85.0,3,2.0,1.0,60,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
564,80.0,2,2.0,1.0,15,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
565,85.0,4,2.0,1.0,53,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
566,80.0,2,1.0,1.0,111,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
567,80.0,2,1.0,1.0,58,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
568,90.0,1,1.0,1.0,133,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
569,80.0,3,1.0,1.0,60,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
570,89.0,2,1.0,1.0,132,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
571,85.0,2,1.0,1.0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
572,77.0,2,1.0,1.0,6,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
573,80.0,2,1.0,1.0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
574,90.0,2,2.0,1.0,62,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
575,80.0,2,1.0,1.0,131,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
576,81.0,2,1.0,1.0,149,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
577,89.0,2,2.0,1.0,112,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
578,80.0,1,1.0,1.0,194,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
579,87.0,2,1.0,1.0,35,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
580,90.0,4,2.0,1.0,8,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
582,80.0,6,3.0,1.0,74,4.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
583,90.0,4,3.0,1.0,10,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
584,90.0,2,1.0,1.0,78,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
585,85.0,2,1.0,1.0,23,4.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
586,90.0,2,1.0,1.0,228,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
587,90.0,6,2.0,1.0,28,4.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
588,82.0,2,1.0,1.0,89,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
590,83.0,3,2.0,1.0,23,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
591,89.0,2,1.0,1.0,47,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
593,90.0,2,1.0,1.0,56,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
594,80.0,6,3.0,1.0,93,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
595,77.0,2,1.0,1.0,50,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
596,86.0,2,1.0,1.0,31,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
597,90.0,2,1.0,2.0,21,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
598,82.0,2,1.0,1.0,158,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
599,90.0,3,1.0,1.0,34,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
600,80.0,2,1.0,1.0,8,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
602,89.0,4,3.0,1.0,61,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
603,77.0,2,1.0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
605,90.0,2,1.0,1.0,68,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
606,85.0,3,1.0,1.0,13,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
607,85.0,1,1.0,1.0,193,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
608,90.0,2,1.0,1.0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
609,90.0,2,1.0,1.0,119,5.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
610,82.0,5,3.0,1.0,85,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
611,89.0,4,2.0,1.0,110,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
612,89.0,4,1.0,1.0,20,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
613,80.0,2,1.0,1.0,45,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
614,80.0,2,1.0,1.0,35,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
615,85.0,2,1.0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
616,80.0,2,1.0,1.0,67,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
618,79.0,2,1.0,1.5,100,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
620,79.0,2,1.0,1.0,111,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
622,80.0,2,1.0,1.0,171,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
623,89.0,4,3.0,1.0,91,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
624,85.0,2,1.0,2.0,9,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
625,89.0,4,2.0,1.0,174,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
626,80.0,3,2.0,1.0,24,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
627,82.0,4,2.0,1.0,8,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
628,80.0,2,1.0,1.0,33,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
629,87.0,2,1.0,1.0,59,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
630,80.0,3,2.0,1.0,62,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
632,79.0,2,1.0,1.0,52,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
633,80.0,2,1.0,1.0,22,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
635,80.0,4,3.0,2.0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
637,87.0,2,1.0,1.0,9,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
638,85.0,2,1.0,1.0,136,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
639,80.0,1,1.0,1.0,9,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
640,89.0,2,1.0,1.0,103,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
641,90.0,4,1.0,1.0,37,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
642,77.0,2,1.0,1.0,21,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
643,83.0,4,2.0,1.0,29,4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
644,80.0,2,1.0,1.0,99,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
645,85.0,2,1.0,1.0,34,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
646,80.0,2,1.0,1.0,37,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
647,89.0,1,1.0,1.0,4,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
648,90.0,2,1.0,1.0,50,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
650,80.0,2,1.0,1.0,30,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
651,80.0,2,1.0,1.0,74,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
652,90.0,5,3.0,1.0,52,4.5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
653,90.0,2,1.0,1.0,63,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
655,80.0,2,1.0,1.0,107,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
656,76.0,2,1.0,1.5,126,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
657,85.0,2,1.0,1.0,16,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
658,80.0,1,1.0,1.0,10,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
659,80.0,2,1.0,1.0,64,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
660,90.0,5,2.0,1.0,63,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
661,80.0,3,1.0,1.0,18,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
662,90.0,2,1.0,1.0,10,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
663,81.0,2,1.0,1.0,16,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
664,110.0,3,1.0,1.0,246,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
665,99.0,5,3.0,2.0,32,5.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
666,100.0,3,1.0,1.0,225,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
667,109.0,4,2.0,1.0,224,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
668,110.0,2,1.0,1.0,246,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
669,95.0,1,1.0,1.0,269,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
670,119.0,3,2.0,1.0,143,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
671,109.0,6,3.0,1.0,142,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
672,120.0,3,1.0,1.0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
673,111.0,4,2.0,1.0,155,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
674,99.0,4,2.0,1.0,209,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
675,91.0,4,3.0,1.0,247,5.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
676,100.0,2,1.0,1.0,137,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
677,100.0,3,1.0,1.0,145,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
678,110.0,2,1.0,1.0,159,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
679,99.0,3,1.0,1.0,91,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
680,99.0,4,1.0,1.0,157,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
681,119.0,5,3.0,1.0,150,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
682,100.0,4,3.0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
683,100.0,5,3.0,1.0,78,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
684,95.0,2,1.0,1.0,129,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
685,120.0,2,1.0,1.0,59,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
686,105.0,2,1.0,1.0,281,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
687,97.0,2,1.0,1.0,157,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
688,115.0,3,1.0,1.0,173,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
689,100.0,2,1.0,1.0,24,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
690,99.0,3,1.0,1.0,119,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
691,115.0,2,1.0,2.0,232,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
692,91.0,2,1.0,1.0,125,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
693,120.0,4,2.0,1.0,166,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
694,100.0,3,1.0,1.0,225,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
695,99.0,3,2.0,1.0,127,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
696,115.0,6,3.0,1.0,77,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
697,100.0,2,1.0,1.0,169,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
698,91.0,4,2.0,1.0,68,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
699,110.0,4,1.0,1.0,125,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
700,95.0,1,1.0,1.0,170,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
701,105.0,2,1.0,1.0,40,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
702,95.0,2,1.0,1.0,186,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
703,110.0,2,1.0,1.0,183,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
704,120.0,4,2.0,1.0,109,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
705,120.0,5,3.0,1.0,247,4.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
706,105.0,3,1.0,1.0,335,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
707,105.0,2,0.0,1.0,209,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
708,115.0,4,2.0,1.0,23,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
709,91.0,2,2.0,1.5,264,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
710,100.0,5,3.0,1.0,78,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
711,102.0,2,2.0,1.0,88,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
712,120.0,2,1.0,1.0,142,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
713,120.0,2,1.0,1.0,22,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
714,100.0,4,3.0,1.0,76,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
715,117.0,2,1.0,1.0,339,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
716,98.0,2,1.0,1.0,85,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
717,99.0,2,1.0,1.0,84,5.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
718,100.0,2,1.0,0.0,160,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
719,109.0,2,1.0,1.0,101,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
720,115.0,2,1.0,1.0,202,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
721,100.0,5,3.0,1.0,80,4.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
722,110.0,2,1.0,1.0,183,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
724,100.0,2,1.0,1.0,40,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
725,115.0,2,1.0,1.0,50,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
726,109.0,2,0.0,1.0,249,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
727,112.0,3,2.0,1.0,113,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
728,91.0,3,1.0,1.0,172,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
729,120.0,4,1.0,1.0,23,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
730,101.0,2,2.0,1.0,46,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
731,99.0,4,1.0,1.0,274,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
732,97.0,2,1.0,1.0,48,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
733,99.0,3,2.0,1.0,117,5.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
734,105.0,2,1.0,1.0,39,5.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
735,109.0,2,1.0,1.0,138,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
736,105.0,2,1.0,1.0,15,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
737,100.0,2,1.0,2.0,127,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
738,91.0,2,1.0,1.5,49,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
739,110.0,6,3.0,1.0,91,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
741,95.0,2,1.0,1.0,96,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
742,91.0,4,3.0,1.0,107,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
743,120.0,4,2.0,1.0,111,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
744,110.0,4,2.0,1.0,86,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
745,93.0,1,1.0,1.0,64,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
746,99.0,2,1.0,1.0,224,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
747,91.0,2,1.0,1.0,125,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
748,109.0,4,1.0,1.0,116,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
749,119.0,4,3.0,1.0,35,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
750,95.0,5,3.0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
752,100.0,4,3.0,1.0,75,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
753,109.0,4,2.0,1.0,134,4.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
754,100.0,3,1.0,1.0,123,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
755,100.0,2,1.0,1.0,183,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
756,99.0,2,1.0,1.0,277,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
757,109.0,2,1.0,1.0,190,4.5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
759,100.0,4,2.0,1.0,97,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
760,100.0,3,1.0,1.0,110,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
761,100.0,4,3.0,1.0,117,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
762,105.0,2,1.0,1.0,162,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
763,100.0,2,1.0,1.0,14,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
764,95.0,2,1.0,1.0,67,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
765,110.0,2,1.0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
766,98.0,2,1.0,1.0,8,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
767,100.0,6,3.0,1.0,21,4.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
768,98.0,4,0.0,1.0,109,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
769,110.0,2,1.0,1.0,113,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
770,120.0,4,2.0,1.0,127,4.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
